task_id,task_description,occupation,soc_code,agent_capability,software_replaced,accel_pct,employment,hourly_wage,task_share,annual_impact_usd
11760,"Mount and fasten control panels, door and window contacts, sensors, or video cameras, and attach ele...",Security and Fire Alarm Systems Installers,49-2098,Tier2_Good,Python automation,60%,81510,28.51,0.0625,181260308
11767,"Demonstrate systems for customers and explain details, such as the causes and consequences of false ...",Security and Fire Alarm Systems Installers,49-2098,Tier2_Knowledge,Python automation,60%,81510,28.51,0.0625,181260308
20800,"Test backup batteries, keypad programming, sirens, or other security features to ensure proper funct...",Security and Fire Alarm Systems Installers,49-2098,Tier2_Good,Python automation,60%,81510,28.51,0.0625,181260308
11768,Consult with clients to assess risks and to determine security requirements....,Security and Fire Alarm Systems Installers,49-2098,Tier2_Knowledge,Python automation,60%,81510,28.51,0.0625,181260308
5047,"Provide assistance with staff selection, training, and supervision....","Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",33-9092,Tier2_Knowledge,Python automation,56%,143590,16.21,0.0667,180745425
5052,Participate in recreational demonstrations to entertain resort guests....,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",33-9092,Tier2_Good,Python automation,56%,143590,16.21,0.0667,180745425
5045,"Complete and maintain records of weather and beach conditions, emergency medical treatments performe...","Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",33-9092,Tier2_Knowledge,Python automation,56%,143590,16.21,0.0667,180745425
20129,Maintain quality of pool water by testing chemical levels....,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",33-9092,Tier2_Knowledge,Python automation,56%,143590,16.21,0.0667,180745425
5042,"Examine injured persons and administer first aid or cardiopulmonary resuscitation, if necessary, usi...","Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",33-9092,Tier2_Knowledge,Python automation,56%,143590,16.21,0.0667,180745425
5049,"Observe activities in assigned areas, using binoculars, to detect hazards, disturbances, or safety i...","Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",33-9092,Tier2_Knowledge,Python automation,56%,143590,16.21,0.0667,180745425
5041,"Patrol or monitor recreational areas, such as trails, slopes, or swimming areas, on foot, in vehicle...","Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",33-9092,Tier2_Knowledge,Python automation,56%,143590,16.21,0.0667,180745425
20839,"Call emergency responders or the proper authorities and provide motorist assistance, such as giving ...",Parking Attendants,53-6021,Tier2_Good,Python automation,58%,134650,16.63,0.0667,180093765
3200,"Perform maintenance on cars in storage to protect tires, batteries, or exteriors from deterioration....",Parking Attendants,53-6021,Tier2_Good,Python automation,58%,134650,16.63,0.0667,180093765
3198,Escort customers to their vehicles to ensure their safety....,Parking Attendants,53-6021,Tier2_Knowledge,Python automation,58%,134650,16.63,0.0667,180093765
20838,"Provide customer assistance and information, such as giving directions or handling wheelchairs....",Parking Attendants,53-6021,Tier2_Good,Python automation,58%,134650,16.63,0.0667,180093765
20837,"Explain and calculate parking charges, collect fees from customers, and respond to customer complain...",Parking Attendants,53-6021,Tier2_Good,Excel/Sheets,58%,134650,16.63,0.0667,180093765
20835,"Issue ticket stubs or place numbered tags on windshields, log tags or attach tag to customers' keys,...",Parking Attendants,53-6021,Tier2_Knowledge,Python automation,58%,134650,16.63,0.0667,180093765
3187,"Take numbered tags from customers, locate vehicles, and deliver vehicles, or provide customers with ...",Parking Attendants,53-6021,Tier2_Knowledge,Python automation,58%,134650,16.63,0.0667,180093765
20836,"Perform cash handling tasks, such as making change, balancing and recording cash drawer, or distribu...",Parking Attendants,53-6021,Tier2_Good,Python automation,58%,134650,16.63,0.0667,180093765
9262,Take photographs of displays or signage....,Merchandise Displayers and Window Trimmers,27-1026,Tier2_Good,Visualization,60%,192480,17.96,0.0417,179760922
9272,Use computers to produce signage....,Merchandise Displayers and Window Trimmers,27-1026,Tier2_Good,Python automation,60%,192480,17.96,0.0417,179760922
20755,"Supervise or train staff members on daily tasks, such as visual merchandising....",Merchandise Displayers and Window Trimmers,27-1026,Tier2_Knowledge,Visualization,60%,192480,17.96,0.0417,179760922
9276,Attend training sessions or corporate planning meetings to obtain new ideas for product launches....,Merchandise Displayers and Window Trimmers,27-1026,Tier2_Knowledge,Python automation,60%,192480,17.96,0.0417,179760922
9264,"Place prices or descriptive signs on backdrops, fixtures, merchandise, or floor....",Merchandise Displayers and Window Trimmers,27-1026,Tier2_Good,Python automation,60%,192480,17.96,0.0417,179760922
9267,Develop ideas or plans for merchandise displays or window decorations....,Merchandise Displayers and Window Trimmers,27-1026,Tier2_Good,Python automation,60%,192480,17.96,0.0417,179760922
9268,Consult with advertising or sales staff to determine type of merchandise to be featured and time and...,Merchandise Displayers and Window Trimmers,27-1026,Tier2_Knowledge,Python automation,60%,192480,17.96,0.0417,179760922
9266,Obtain plans from display designers or display managers and discuss their implementation with client...,Merchandise Displayers and Window Trimmers,27-1026,Tier2_Good,Design,60%,192480,17.96,0.0417,179760922
9269,"Arrange properties, furniture, merchandise, backdrops, or other accessories, as shown in prepared sk...",Merchandise Displayers and Window Trimmers,27-1026,Tier2_Good,Python automation,60%,192480,17.96,0.0417,179760922
9263,Plan commercial displays to entice and appeal to customers....,Merchandise Displayers and Window Trimmers,27-1026,Tier2_Knowledge,Python automation,60%,192480,17.96,0.0417,179760922
20752,"Consult with store managers, buyers, sales associates, housekeeping staff, or engineering staff to d...",Merchandise Displayers and Window Trimmers,27-1026,Tier2_Knowledge,Python automation,60%,192480,17.96,0.0417,179760922
4580,Explain to customers how specific types of advertising will help promote their products or services ...,Advertising Sales Agents,41-3011,Tier2_Knowledge,Python automation,60%,97470,29.55,0.05,179726882
4586,Provide clients with estimates of the costs of advertising products or services....,Advertising Sales Agents,41-3011,Tier2_Good,Python automation,60%,97470,29.55,0.05,179726882
4582,Process all correspondence and paperwork related to accounts....,Advertising Sales Agents,41-3011,Tier2_Good,Email,60%,97470,29.55,0.05,179726882
4594,Write copy as part of layout....,Advertising Sales Agents,41-3011,Tier2_Good,Word/Docs,60%,97470,29.55,0.05,179726882
4597,"Arrange for commercial taping sessions, and accompany clients to sessions....",Advertising Sales Agents,41-3011,Tier2_Knowledge,Python automation,60%,97470,29.55,0.05,179726882
4581,Maintain assigned account bases while developing new accounts....,Advertising Sales Agents,41-3011,Tier2_Knowledge,Python automation,60%,97470,29.55,0.05,179726882
4592,"Prepare promotional plans, sales literature, media kits, and sales contracts, using computer....",Advertising Sales Agents,41-3011,Tier2_Good,Python automation,60%,97470,29.55,0.05,179726882
13145,Resolve customer complaints regarding worker performance or services rendered....,First-Line Supervisors of Personal Service Workers,39-1022,Tier2_Good,Python automation,60%,107060,22.64,0.0588,177938254
13138,"Assign work schedules, following work requirements, to ensure quality and timely delivery of service...",First-Line Supervisors of Personal Service Workers,39-1022,Tier2_Good,Calendar,60%,107060,22.64,0.0588,177938254
13142,Meet with managers or other supervisors to stay informed of changes affecting operations....,First-Line Supervisors of Personal Service Workers,39-1022,Tier2_Good,Python automation,60%,107060,22.64,0.0588,177938254
13140,Train workers in proper operational procedures and functions and explain company policies....,First-Line Supervisors of Personal Service Workers,39-1022,Tier2_Good,Python automation,60%,107060,22.64,0.0588,177938254
13154,"Direct marketing, advertising, or other customer recruitment efforts....",First-Line Supervisors of Personal Service Workers,39-1022,Tier2_Knowledge,Python automation,60%,107060,22.64,0.0588,177938254
23179,Investigate employee complaints and resolve problems following management rules and regulations....,First-Line Supervisors of Personal Service Workers,39-1022,Tier2_Knowledge,Python automation,60%,107060,22.64,0.0588,177938254
13141,Observe and evaluate workers' appearance and performance to ensure quality service and compliance wi...,First-Line Supervisors of Personal Service Workers,39-1022,Tier2_Good,Python automation,60%,107060,22.64,0.0588,177938254
13152,Participate in continuing education to stay abreast of industry trends and developments....,First-Line Supervisors of Personal Service Workers,39-1022,Tier2_Good,Python automation,60%,107060,22.64,0.0588,177938254
23176,Arrange worker breaks to ensure services are adequately staffed throughout each shift....,First-Line Supervisors of Personal Service Workers,39-1022,Tier2_Knowledge,Python automation,60%,107060,22.64,0.0588,177938254
16874,"Develop environmental management or restoration plans for sites with power transmission lines, natur...",Environmental Restoration Planners,19-2041,Tier2_Good,Python automation,60%,84930,38.49,0.0435,177376379
16869,Conduct feasibility and cost-benefit studies for environmental remediation projects....,Environmental Restoration Planners,19-2041,Tier2_Good,Python automation,60%,84930,38.49,0.0435,177376379
16857,Develop and communicate recommendations for landowners to maintain or restore environmental conditio...,Environmental Restoration Planners,19-2041,Tier2_Knowledge,Python automation,60%,84930,38.49,0.0435,177376379
16859,Apply for permits required for the implementation of environmental remediation projects....,Environmental Restoration Planners,19-2041,Tier2_Good,Python automation,60%,84930,38.49,0.0435,177376379
16860,Review existing environmental remediation designs....,Environmental Restoration Planners,19-2041,Tier2_Good,Design,60%,84930,38.49,0.0435,177376379
16873,"Develop natural resource management plans, using knowledge of environmental planning or state and fe...",Environmental Restoration Planners,19-2041,Tier2_Knowledge,Python automation,60%,84930,38.49,0.0435,177376379
16864,"Inspect active remediation sites to ensure compliance with environmental or safety policies, standar...",Environmental Restoration Planners,19-2041,Tier2_Knowledge,Python automation,60%,84930,38.49,0.0435,177376379
16870,"Conduct environmental impact studies to examine the ecological effects of pollutants, disease, human...",Environmental Restoration Planners,19-2041,Tier2_Knowledge,Python automation,60%,84930,38.49,0.0435,177376379
16861,"Supervise and provide technical guidance, training, or assistance to employees working in the field ...",Environmental Restoration Planners,19-2041,Tier2_Knowledge,Python automation,60%,84930,38.49,0.0435,177376379
16875,"Create habitat management or restoration plans, such as native tree restoration and weed control....",Environmental Restoration Planners,19-2041,Tier2_Good,Python automation,60%,84930,38.49,0.0435,177376379
